	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PRG2	4906.644648557375	-0.6983777382650295	0.210771382645726	-3.313437191987747	0.0009215680277217	0.0115826785464775
SLC43A3	2020.83582651604	-0.173770010563424	0.0613960559452604	-2.830312271497604	0.0046502592202784	0.0333148482214248
RTN4RL2	12.815440475219424	-0.182442324511667	0.0782508317957502	-2.3315065198013047	0.0197266666854496	0.0847187856047919
SMTNL1	64.72623708513206	0.3887421940436413	0.1190102473616282	3.26645984410399	0.0010890125158906	0.0128948463985735
TMX2	988.0446788056244	-0.0741334840691082	0.0280588142083297	-2.6420747334041126	0.0082399871904968	0.0480162691328784
LPXN	2573.6734845283795	-0.2259128557914373	0.0358461932199548	-6.302283045935154	2.9329292350516715e-10	9.861879327886083e-08
MPEG1	9641.494225914796	-0.1465289288350848	0.0516321224470198	-2.8379412251634517	0.0045405542725489	0.0327829031429351
RP11-1036E20.9	6.717565374542857	-0.2981076799708169	0.1223927351258251	-2.435664826546683	0.0148644507373545	0.0706545794090042
OR10V2P	5.871871008453891	0.3770970014924807	0.1270135476317778	2.968951017616753	0.0029881822498246	0.0248768574373661
AP000640.10	38.00163875380873	0.2356515480924724	0.0690088830848772	3.4148002048175976	0.000638288123428	0.0090296999422109
STX3	7767.991771270514	0.2294373051336626	0.0621503506598259	3.6916494066053778	0.0002228044522606	0.0045289553605077
OOSP1	9.350289277888017	0.4965692149049927	0.1594952326537425	3.1133796706201475	0.0018495791376051	0.018201236583708
MS4A3	1293.7379210491756	0.4378867657859532	0.1465312238047429	2.988351249761278	0.0028048699747675	0.0238413947855241
PTGDR2	81.30144903393116	-0.6651436421654199	0.1246320442089449	-5.336858962614064	9.457054371293177e-08	1.7003652411607753e-05
PRPF19	1748.6467334302538	-0.1348772719612207	0.0399588352843225	-3.375405489212008	0.0007370700339872	0.0099083490394408
RP11-881M11.2	14.922119953821143	0.3263751868892521	0.088733732424411	3.67814108537899	0.0002349399997503	0.0046707444565491
TMEM109	1551.236039539728	-0.1553554271938568	0.0564045916642359	-2.7543046161676563	0.0058816996725907	0.0390469451853966
CD6	3047.8155910696364	-0.2699629956398832	0.0933629250832021	-2.8915438906750244	0.0038335404181014	0.0293044567360685
CD5	2356.1324534643063	-0.3583203491533009	0.1077146175691475	-3.3265712420440683	0.0008792154172051	0.0111978857462272
PGA5	20.434994138364228	-0.4763253141136718	0.1645199317007332	-2.8952438114314445	0.003788641417118	0.0291124022351774
VWCE	723.9803278434553	-0.5094066745212076	0.1295323615446416	-3.932659518028222	8.401119343138321e-05	0.0023955270550956
TKFC	559.0335630282871	-0.1621991970720508	0.0379564917977859	-4.2732926408523415	1.9260740228089804e-05	0.0009034054805171
TMEM138	682.7888710068012	-0.083635342515309	0.0317284469599567	-2.6359734096302327	0.0083896305578745	0.0485181873517822
TMEM216	482.8965922546482	0.2328675503451396	0.0605992158350787	3.842748575804852	0.0001216640881411	0.0030744846200868
CPSF7	4237.713570261456	0.1246377210386544	0.0363218000887593	3.4314852439603274	0.0006002857868272	0.0086729906845666
LRRC10B	3.719509986351583	-0.6211661582287124	0.1652530356892155	-3.758878955766439	0.0001706763797872	0.0038152112564942
DAGLA	49.57803025147307	-0.2151843791971866	0.0690629282753487	-3.1157725942239582	0.0018346369343349	0.0181023570376778
MYRF	110.80000463290972	-0.4177154864773473	0.1071417634379344	-3.898717671557865	9.67034471269408e-05	0.0026550890239274
FADS1	529.9353993489493	-0.1593648639045009	0.0530718087197835	-3.0028157650691623	0.0026749431261041	0.0231164727897072
FADS3	291.2446929383483	-0.2287570111826647	0.0634112081566548	-3.607516996325474	0.0003091412932362	0.0055854691020091
FTH1	86214.66034632789	-0.2279529164944313	0.0765438250068664	-2.9780706212941763	0.0029006914056272	0.0243788550891913
EEF1G	35949.09099952956	-0.185677277741953	0.0472288975718484	-3.9314336621871298	8.444079756417018e-05	0.0024051228709944
MTA2	3695.3208612740655	-0.1442135636904646	0.0342177933257657	-4.2145781382656455	2.5024550408582423e-05	0.0010870983802493
EML3	3451.388850895447	-0.1180105700623768	0.0339096295399509	-3.4801491984258264	0.000501134623574	0.007708184587269
B3GAT3	1374.9515137463693	-0.0904809516499061	0.0375351743054509	-2.410564312652369	0.0159278628733531	0.0740373963472148
UBXN1	4573.0612445889365	-0.1642738415802875	0.0328258333960393	-5.004407339742008	5.603415696230536e-07	6.843303575052113e-05
BSCL2	1358.394706353323	-0.104284429526241	0.0422513060756968	-2.468194221958641	0.0135796616620848	0.0666523260839881
POLR2G	1770.6860354100663	-0.0771586277841119	0.0279868836141392	-2.756956753310347	0.0058342067164954	0.0388212403229975
TMEM179B	940.6536969915644	-0.1074010260627949	0.0323078712426555	-3.324299061864383	0.000886410849472	0.0112555484569299
NXF1	9324.9330143377	-0.1438708764520201	0.0487486779728907	-2.951277499915528	0.003164624579353	0.0258957483666531
STX5	3314.342118474644	-0.1052843626297257	0.0416072558258082	-2.5304327464062064	0.0113921922547108	0.0593232601904102
RP11-727F15.9	7.962206349708369	-0.3643864273702579	0.0971810144939859	-3.74956393764348	0.0001771423293605	0.0039033123825302
WDR74	456.1323401708451	-0.1650690491572496	0.0421967566142309	-3.911889500568386	9.157681324340668e-05	0.0025577295271683
SNORD22	15.361033001750318	-0.2125699024279189	0.0949745378052194	-2.2381778036537794	0.0252094625195043	0.0995421982755051
CHRM1	2.252934689383415	-0.4031117745993955	0.1769460519395116	-2.2781620170717223	0.0227169263834371	0.0926494348055195
CCND2P1	1.1162582634007996	-1.2680984074413222	0.3917676901801661	-3.2368631697477377	0.0012085134300293	0.0137355668204081
HRASLS5	24.64549902922352	-0.4695845025284914	0.1266708455366896	-3.7071237705796976	0.0002096265067159	0.0043734406812112
LGALS12	544.1697736800701	-0.2868789898827666	0.0783669197958471	-3.6607153966254127	0.0002515120126137	0.0048830940168038
RARRES3	1570.712407881805	-0.2133543588398876	0.0862526060390911	-2.473598986020109	0.0133759743722737	0.0659652099947695
RTN3	25859.83141334802	0.1906450285125534	0.0713203094848335	2.6730819017701344	0.0075157898434652	0.0451907373054247
C11orf84	286.40410379743344	-0.184806075855105	0.0659645499866955	-2.8015968560746454	0.0050850374287408	0.0353915871149273
COX8A	3748.677875952455	-0.1423429123569638	0.0435984381431871	-3.264862651489429	0.001095171677914	0.0129416202249536
OTUB1	4131.903377946203	-0.1082636492651539	0.0350794874300087	-3.086238060951252	0.0020270645825535	0.0193542090693892
DNAJC4	2895.543766128412	-0.1329262091637458	0.0507807598747208	-2.6176490759823765	0.0088537805240818	0.0502814721537626
VEGFB	869.6896280484943	-0.2157298597094261	0.0703487457677265	-3.066577198429531	0.0021652488797596	0.0201438946266106
FKBP2	756.9892609311978	-0.2059397272920014	0.0481779662303048	-4.274562489988663	1.915129873997669e-05	0.0009007643137066
PPP1R14B	462.8065890694659	-0.1839048527456548	0.0499633411668154	-3.680795728445004	0.0002325072214529	0.0046593223456951
PLCB3	794.6826449633533	-0.2033001825606325	0.0507432727464347	-4.006446008646859	6.163920698772832e-05	0.0019581603780604
BAD	586.8145124173847	-0.1428382128219082	0.04765463438364	-2.9973624741719767	0.0027232670007545	0.0233625268113105
GPR137	898.3313867457547	-0.2079124784132639	0.0481559040245664	-4.317486767711776	1.5781586646313667e-05	0.0007949436962251
PRDX5	6974.138573867657	-0.1883499189569119	0.0591575135349146	-3.1838714594680866	0.00145319527511	0.0154703418010431
CCDC88B	18239.873170626717	-0.1664011691908427	0.044551889053969	-3.7349969378238623	0.0001877174713391	0.0040367051913972
SLC22A12	1.0977502186774482	-0.420041940937594	0.1793070773636649	-2.3425842811863933	0.0191507080999589	0.0830537660663378
NRXN2	36.59720234662807	-0.352047048620564	0.0931061924210222	-3.781134632040609	0.0001561152145215	0.0036042488003228
SF1	16140.503028866186	-0.1035555702932255	0.0395810495801211	-2.6162916696689744	0.0088890590047623	0.0503930506788808
MAP4K2	3105.03845162764	-0.1526701330042933	0.0457597403413166	-3.336341768234353	0.0008488873621393	0.0108804666797773
MEN1	948.3162573185692	-0.1130013466584989	0.0447698993167444	-2.524047370734987	0.0116012294586716	0.060037463904551
ATG2A	8024.745256406338	-0.3555829219220714	0.0940443724461784	-3.7810122251129	0.0001561920031656	0.0036042488003228
PPP2R5B	2329.910577725	-0.2012991575809067	0.0602861249483533	-3.3390628067960626	0.0008406155599337	0.0108172850209958
BATF2	226.19069155197488	0.2789922479702883	0.1192190825188527	2.340164360232933	0.0192752550857838	0.0834122730112033
SNX15	723.263699326609	-0.2052303622121281	0.035759274568071	-5.739220515266703	9.511330732522311e-09	2.3453129904355724e-06
NAALADL1	250.85983186826687	-0.1635992089812884	0.0495629918268326	-3.300834008424775	0.0009639789614125	0.0119532467863657
VPS51	3261.221462117769	-0.1610428700908038	0.0360783891950395	-4.463693465365289	8.055879231531014e-06	0.0004977918118939
TM7SF2	250.82838632146704	-0.2046508363080976	0.0625468587190538	-3.271960263062008	0.0010680458630621	0.0127314804054066
FAU	11343.193460198294	-0.1607865392670296	0.0448971787199402	-3.5812169907152613	0.000341997462396	0.0059707729594722
SYVN1	1711.486729091182	-0.0925689481402364	0.034842761455574	-2.656762675319683	0.0078894961383234	0.0466085572287364
RP11-867O8.5	3.533479209061092	0.3065554323677923	0.1152689371022307	2.659479995863168	0.0078261377331958	0.0463358179854045
SLC25A45	659.0136761368268	-0.1542743579521127	0.045482216439098	-3.3919709730657117	0.0006939179107959	0.0094808594345216
LTBP3	1752.55732901799	-0.1678597429861833	0.0724342716620104	-2.3174077565029303	0.0204815302201017	0.0868042722096338
SSSCA1	424.3019097569351	-0.2239600452804002	0.0503446198674247	-4.4485398016742685	8.645602992885371e-06	0.0005254537725089
FAM89B	410.8734938727078	-0.1574619054554229	0.0611566799752188	-2.57472945750534	0.0100318520733086	0.054406091753254
EHBP1L1	15474.2951477065	-0.0997359751336695	0.0428730219017667	-2.326310829271389	0.0200019747300151	0.0854149971523703
PCNX3	3373.6456221430603	-0.0835568697299807	0.031750384703704	-2.631680545282744	0.0084963710308268	0.0489446036576282
SIPA1	18188.83447948897	-0.0970219530114159	0.0397129458047859	-2.443081243288768	0.0145624586271531	0.0696932660972235
RELA	6271.775833635296	-0.2059026232077825	0.0509127464699774	-4.044225414733819	5.249639325639801e-05	0.0017614245903497
KAT5	1194.213518627082	-0.071111233506273	0.0310227368384997	-2.292229530762186	0.0218924017464527	0.0904463952348841
RNASEH2C	1262.0364044228877	-0.0859725238647145	0.0374784286533495	-2.2939201816571044	0.0217950839490546	0.0902152707473977
KRT8P26	15.786890032532614	0.34846135798314	0.109761722196887	3.1747074572871696	0.0014998763142496	0.0158244896708388
RP11-770G2.2	15.266871438873654	0.3102808987946688	0.1037743601292026	2.9899572342181484	0.0027901650835372	0.0237475884871341
AP5B1	8405.851031102808	0.1724486751219452	0.0758083026220807	2.274799318244015	0.0229179711607334	0.0931798353207523
CFL1	59698.428990341774	-0.1106466163537842	0.0474006385582162	-2.334285353938657	0.0195807851203998	0.084311675960797
MUS81	1459.6500156092889	-0.0809982330175644	0.0251718407941474	-3.217811270934028	0.0012917278231585	0.0143912765944911
EFEMP2	552.6446281851976	0.1477075852122044	0.0635623373438033	2.3238224298339825	0.0201350130696663	0.0859007450010952
CTSW	7796.151168005803	-0.3182304667776442	0.1195024602537488	-2.662961633609222	0.0077456244897604	0.0460348042884523
FIBP	1582.2801461030242	-0.1618958404133403	0.0434825602269029	-3.723236156484974	0.0001966853896378	0.0041890540890411
CCDC85B	1265.798417201716	-0.1568805052013852	0.0581390216086862	-2.6983685115531144	0.0069680258630673	0.0432221268856436
FOSL1	178.0931574439778	-0.4163061774568817	0.1103122221516446	-3.7738898676575614	0.0001607217341057	0.0036727682415991
DRAP1	2705.726541606004	-0.1010576346400303	0.0412500862847875	-2.449876927343517	0.0142905050785709	0.0688491751003501
BANF1	1640.6083370015183	-0.1121580493669102	0.048766959006716	-2.299877860980917	0.0214551406885683	0.0893653551428127
MRPL11	473.4641458658997	-0.1083026282187218	0.0440751423842007	-2.457226961960856	0.0140014198143785	0.0678859101899015
CTD-3074O7.5	31.264693587704564	-0.2641167552220065	0.0492846507831479	-5.3590063239794095	8.368092632610746e-08	1.536583591141311e-05
DPP3	946.1826684073624	-0.2140982059700251	0.0443692922775938	-4.825368965331531	1.3974431771677383e-06	0.0001407828844359
ZDHHC24	656.2374453864591	-0.122963532697979	0.0304579754315777	-4.037153847412159	5.4103590237910536e-05	0.0017935928999356
ACTN3	29.43053352416144	-0.5569442844102808	0.1502668073865636	-3.706369317992717	0.0002102516442578	0.0043765397924467
CTSF	259.39210815888947	-0.1520555416088905	0.0647608545981811	-2.347954525188756	0.0188768258161714	0.0823348883434123
CCS	1319.9082297409495	-0.1802510589264506	0.0508237148127329	-3.5465935457612785	0.0003902461665783	0.0065106020168056
RBM4	3497.983203663112	-0.0869002644680002	0.0369403462613944	-2.352448562693032	0.0186502690348992	0.0817860839818607
RCE1	522.4807454993494	-0.1670506775473723	0.0361728676608995	-4.618120938416582	3.872305607382979e-06	0.0002957459129225
RAD9A	891.9166451278537	-0.1177925489818311	0.0426965723857182	-2.758829161219325	0.0058008851988486	0.038693895931291
CLCF1	136.2248438447188	-0.1896804684514133	0.0666219125711865	-2.847118329854861	0.004411696048129	0.0321303016546017
CARNS1	276.64932915466494	-0.2495328749983303	0.0963114346514341	-2.590895628348058	0.0095726519099141	0.0529584467093135
RPS6KB2	1978.1675479402784	-0.1698657570393771	0.031864959470259	-5.330800975846847	9.778053311991833e-08	1.7222012129304795e-05
CORO1B	2338.556728217616	-0.131939191588724	0.0494181104736151	-2.669855045533716	0.0075883998721035	0.0454751422372339
TMEM134	464.7773634509915	-0.1767223590434701	0.0438127140588329	-4.033586205277366	5.493201547793089e-05	0.0018140877713509
AIP	2904.979146769729	-0.1630245897028433	0.0365895195852217	-4.455499595263551	8.3698053802008e-06	0.0005122993642997
PITPNM1	5111.789038953926	-0.1709730877193474	0.0324474838236099	-5.269224838782154	1.3700107113125322e-07	2.3033082679605696e-05
CDK2AP2	2411.6180191811377	-0.1240164525596152	0.0430226981934981	-2.88258193388618	0.0039443054290033	0.0299478040651979
GSTP1	5472.0603373440745	-0.1307618542417585	0.0510247035420057	-2.5627165895066844	0.0103856786903131	0.0557229460801491
NDUFV1	2836.5742909539813	-0.1956745625041657	0.0509169890906891	-3.843011262029777	0.0001215338895135	0.0030744846200868
NUDT8	38.90441672634278	-0.230262282794955	0.0870791955107881	-2.64428583020646	0.0081863494556983	0.0477801563925801
ACY3	23.667785111756505	-0.5450350474319546	0.1146341251550695	-4.754561930792134	1.988771724777952e-06	0.0001794121558405
RP11-119D9.1	4.377639798467771	-0.5017026240779447	0.1604998317897181	-3.125876323255341	0.0017727608951532	0.0177009457525692
NDUFS8	1199.5929399201252	-0.1880804834309181	0.0484468450062091	-3.882202925841981	0.0001035144375827	0.0027830657356737
KMT5B	1397.2985245739592	0.1143950766522691	0.0360940436786071	3.169361617414753	0.0015277418828973	0.0160335488812712
TESMIN	257.29841089416595	0.1961093937298127	0.0506313350078577	3.873281115328631	0.0001073798477111	0.0028427112853679
MRPL21	447.6228373160805	-0.1100923363602695	0.0411307865905062	-2.676640674449948	0.0074364340503423	0.0449381447350592
IGHMBP2	1136.8465398367896	-0.1342348255427809	0.0441789462373823	-3.0384342990326294	0.0023781095460599	0.0213864655286688
RP11-757G1.5	1.0502691441445569	0.5219651097873496	0.1629192033621263	3.2038280265043952	0.0013561345542103	0.0148150547439076
SHANK2	4.397067702693016	-0.3385197626037815	0.1446278473831564	-2.3406264334900557	0.0192514188526382	0.0833509173099761
RP11-660L16.2	203.60608174753747	-0.2150411222814394	0.0817899436814832	-2.629187802340099	0.008558907955374	0.0491785809748309
RNF121	285.635056416608	-0.0876743302093815	0.0232357332648771	-3.773254289414186	0.0001611319059635	0.0036788943362453
IL18BP	711.1947268487753	-0.2779744015733893	0.0868375164955061	-3.201086497997377	0.0013691042582701	0.0149252540424724
NUMA1	5500.835798720337	-0.1244099387851368	0.0399203259618963	-3.1164559854517515	0.0018303900220969	0.0180742288566405
LRTOMT	118.00946454456836	0.175860782374437	0.0688492853551349	2.55428624229461	0.0106405741656617	0.0566512658283257
RP11-807H22.6	8.247486243302088	-0.4717751652847698	0.1986829789848611	-2.374512239021327	0.0175721536390013	0.0787565686001608
CLPB	446.3234613586918	-0.1341857375144419	0.0464295886335302	-2.890091027374221	0.0038513028930341	0.0293960008050489
RP11-169D4.2	28.15867239578764	-0.1975471400047533	0.0801889240178053	-2.463521520264936	0.0137579636106841	0.0672470145071217
P2RY2	388.66473155524017	-0.2692520131849293	0.0916218712123135	-2.9387307814418766	0.0032955920157451	0.0265482802985869
RP11-800A3.4	266.22533621050604	-0.1990187722228628	0.069427210091259	-2.8665817330303383	0.0041493100083988	0.0308972635684364
P2RY6	44.18907972092125	-0.3229057644631624	0.0972687826538286	-3.3197265931903006	0.0009010564693469	0.0113912368397761
RELT	4941.995373010376	-0.1347167808892491	0.0446533803217866	-3.016944740094407	0.002553363543527	0.0224098764425281
FAM168A	1689.5509346459191	0.1232121179648945	0.0476118200959873	2.587847255502811	0.0096577795567893	0.0532246850797857
UCP2	15657.388145610816	-0.1530257054233111	0.0544312256260005	-2.8113588048661224	0.0049332737789939	0.0346708445743574
POLD3	706.9354215958268	0.1870446506259196	0.0538700935408451	3.4721426738214087	0.0005163218549042	0.0078461109458717
RP11-864N7.2	148.4095120928815	-0.3109900000230485	0.0816870933428512	-3.8070885778464834	0.0001406123926001	0.0033615839859748
RNF169	545.9482019687898	0.1959580400283742	0.0579709069939574	3.380282458730544	0.0007241137189982	0.0097947237836297
RPS3	30421.6750750368	-0.1343239995799698	0.0520092533791351	-2.582694248671091	0.0098032158551772	0.0536493472218123
GDPD5	1353.3801173611257	-0.2472725711262592	0.0796144597242563	-3.10587513854499	0.0018971680636295	0.0184799015558441
CTD-2530H12.4	1.529515218016306	-0.5121571826823034	0.2093760531951689	-2.446111553191322	0.0144406312687519	0.0693255491492659
MAP6	11.112052924556318	-0.3701158133568878	0.1166959851334334	-3.171624224549689	0.0015158901875559	0.0159466515183019
DGAT2	11814.661435714332	0.2514255067298777	0.1022210115527888	2.459626479043762	0.0139081681722815	0.067674569093881
RP11-535A19.1	1.8735804496136488	0.3896462535555971	0.1480417334409999	2.632002777182323	0.0084883169018246	0.0489140914545164
RP11-672A2.4	3.968208440660877	0.3270351407474929	0.1399246865158321	2.33722260803843	0.0194276122181379	0.0839173019585934
LRRC32	110.17232025709323	-0.2423964830052054	0.0899437203353587	-2.694979506089146	0.0070392960481069	0.04348709472239
CAPN5	390.7161411710944	-0.2809035369395302	0.0951833282782564	-2.9511842254385585	0.0031655804557744	0.0258957483666531
AQP11	14.951320985319317	0.1998512249482106	0.0691770012462385	2.888983641208028	0.0038648917991341	0.0294484736819842
FTH1P16	69.32555919633032	-0.1923225431730212	0.0837589636160531	-2.2961428230489824	0.0216677164869448	0.0898708618280744
INTS4	1008.1981829599712	-0.0951413919422791	0.030421546022517	-3.127434479229246	0.0017633911971165	0.0176345930801644
THRSP	19.253171625342933	-0.9900621011870048	0.2031026890488546	-4.874687311249009	1.0898093699053498e-06	0.0001142711745862
KCTD21	654.7034666909655	0.2371155967121389	0.0994683631057252	2.383829283086804	0.0171335485468916	0.0775498655129492
RP11-452H21.2	2.9353706498416265	0.3699767983086043	0.1567979316011762	2.3595770335138075	0.0182957818663007	0.0808970600085393
TENM4	6.356520526885437	-0.3279763285254358	0.119747868181906	-2.7388907502488062	0.0061646854887364	0.0399724197317491
RPS28P7	278.96546543036175	-0.203053594308511	0.0831800323939504	-2.441133869085614	0.0146412262437381	0.0700047993862648
PICALM	13869.026746068956	0.1301048129657929	0.0470370819246676	2.7660051950961284	0.0056747630760117	0.03816241319507
SETP17	6.977392051353839	0.2516474260125943	0.1057125001129304	2.380488832860492	0.0172896850754004	0.0779330146739542
ME3	74.22953816306732	-0.1945559621805446	0.0825379957160754	-2.35716848334678	0.0184148896669902	0.0811678427592858
CTSC	6889.163135535559	0.1521612287653417	0.0520946497868837	2.9208609595769346	0.0034906557341814	0.0275286529435554
TRIM51BP	1.405429399643466	-0.701529609589713	0.299872136144523	-2.339429126724904	0.0193132355715175	0.0835068440517971
C11orf54	451.1370723811439	0.2517582510650977	0.0715334238743002	3.519449194931474	0.0004324438511158	0.0069716088102369
PIWIL4	212.2006392523133	0.2121473181823212	0.0644229644795761	3.293038746293297	0.0009911081524328	0.0121546657059464
AMOTL1	79.13282016388129	0.2059348581000077	0.0634760953033178	3.244289950665	0.0011774382307233	0.0135248683370268
SESN3	2544.3287738980225	-0.2384031206311211	0.0818369176158713	-2.9131488278938518	0.0035780402753116	0.0279486703702953
CCDC82	286.2504411107193	0.1804688314879728	0.0717666482458755	2.514661557966021	0.0119146699005438	0.0609408768065945
TRPC6	9.401927540979958	0.2557330492454238	0.0973491332498353	2.6269679113538125	0.0086149457640447	0.049401896074614
RP11-315O6.1	5.471904270807263	0.266260273193414	0.0996680293816538	2.671471231500291	0.0075519545604603	0.0453467301000669
MMP7	3.5417736190652924	-0.4941888895675554	0.1803467714688912	-2.74021478478643	0.0061399045870925	0.039886955566171
MMP12	1.658284901759882	-1.0141228632566888	0.3632979466169731	-2.791435714680446	0.0052474780258411	0.0361747825188492
CASP4	9040.119889938733	0.2377381663837199	0.0651911672974527	3.646784928684797	0.0002655420005659	0.0050814101527368
CASP5	511.72044672831873	0.413135639578463	0.1117303332713563	3.697613955693589	0.0002176355284408	0.0044614654607739
CASP1	6851.022858249374	0.1568816102479669	0.0581440169683535	2.6981556904359385	0.0069724823085164	0.0432363272786299
CARD16	1032.9747483391038	0.2044247483489154	0.0796294917272496	2.567198960017476	0.0102523767954636	0.0551973981308692
ELMOD1	2.962709371792396	-0.4412952385556676	0.1961178269332096	-2.250153621710056	0.0244391951960994	0.0974092741379636
RP11-832N8.1	1.3861504839685264	-0.3340496325326281	0.1481919811617561	-2.254168072481619	0.0241855965296376	0.0967386497371927
ACAT1	465.32516366125657	0.1323670019174911	0.0576014015579986	2.2979823118403	0.0215627958724151	0.0896581473048119
ZC3H12C	30.76404364029516	0.2468219083086334	0.0756554650594029	3.2624465148001454	0.0011045501373478	0.012999048911851
COLCA1	6.730165913122287	0.3938360877777936	0.1256603329961729	3.134132135315829	0.0017236322084073	0.0173883714210712
SIK2	553.302086336991	-0.1297217290860376	0.0512099108930554	-2.5331371764528736	0.0113046703399861	0.0590456364277951
CRYAB	234.27240840783813	0.3379854697622423	0.1298665885479823	2.60255908422023	0.0092530869659277	0.0518265374261698
BCO2	37.70943230408524	0.148999945168026	0.0626058015550231	2.3799702498349555	0.0173140358219	0.0779651301501394
RBM7	639.233703752208	0.0966073488597216	0.0390903875016273	2.4713837604116864	0.0134591298789817	0.0662600836940006
CADM1	60.87115406875007	-0.2938064438600921	0.1010445955537426	-2.907690829479595	0.0036410811639066	0.028300289338265
ZPR1	876.4920609802857	-0.1301843982499121	0.0377384473164772	-3.4496490318792588	0.0005613158023003	0.0083045871070612
APOA4	4.494304112995374	0.926759724108972	0.2930043477018591	3.1629555376153604	0.0015617618219873	0.0162436950648587
APOA1	75.75336244172684	-0.3840866446924357	0.1670685227405283	-2.298976721599167	0.0215062611992984	0.0894956833530643
SIK3	3298.519660764263	-0.1042263807402333	0.0409771558343512	-2.543524034746701	0.0109740506822851	0.0578910240861951
SIDT2	2998.9146896760917	-0.0931286243052361	0.0398701097189138	-2.335800552388682	0.0195016388253353	0.0840979371953061
PCSK7	1099.6571390597214	-0.1594277607060965	0.0431561489138051	-3.694207308082983	0.0002205737986702	0.0045074003325741
AP000892.6	267.9650396169466	-0.1651756438458627	0.0651463500110584	-2.535455076421389	0.0112301331420609	0.0587748892624014
RNF214	310.0654721862692	-0.089983948298104	0.0327504920730555	-2.747560192298164	0.0060040487069805	0.0394545241300592
CEP164	791.37255326099	-0.1177741758537422	0.0332706227248096	-3.53988492574619	0.0004003015355877	0.006624667921846
RP11-728F11.4	6.253362468323068	-0.3189844710030302	0.0994931305886625	-3.206095427048299	0.001345493600462	0.0147736110303487
IL10RA	7675.322066397151	-0.0960332684791503	0.0350623328558548	-2.7389298046411774	0.006163953251523	0.0399724197317491
SCN2B	22.73058931040694	0.3974661907184128	0.1340180308939131	2.9657665320649413	0.0030192959713603	0.025046880183685
CD3E	6629.602221817246	-0.2192333964613831	0.0922421944386742	-2.3767148840668253	0.0174675839322018	0.0784072842560053
UBE4A	900.5476768129963	0.1165666722758747	0.0468900629260321	2.4859568318292844	0.0129203637243417	0.0643557401283055
KMT2A	1569.767728329976	-0.1594355454669196	0.0684439034939174	-2.329433847692344	0.0198360936930298	0.0849783318699804
TTC36	6.413765373876563	-0.9375865801980964	0.2351895781787173	-3.986514145136298	6.70511320989853e-05	0.0020591318907418
RP11-158I9.5	6.114679716013891	-0.3455274204418331	0.1362926977675516	-2.535186595478015	0.0112387443338677	0.0587775990105807
BCL9L	1080.7116529533157	-0.3083795172648622	0.0851778842178424	-3.62041767175364	0.000294127830981	0.0054049843652466
CCDC84	506.9287672058903	-0.088713333487048	0.0388356672856077	-2.284326231209749	0.0223523653935175	0.0916864848548101
RPS25	8821.164870608976	-0.1505231472199322	0.0583293848213714	-2.580571485211032	0.0098636932477572	0.0538538756730421
VPS11	1715.210528019641	-0.099892864093948	0.0277199103831838	-3.6036503261766497	0.0003137791313916	0.0056237913879064
C2CD2L	1244.212432144829	-0.1580598400841853	0.0318727865369059	-4.9590844497127895	7.082617570515108e-07	8.078240154987077e-05
HINFP	729.9617157555338	-0.1014510370042226	0.0277897649588567	-3.650661930909556	0.0002615653395081	0.0050276081701606
CBL	5687.453917736392	0.1742355572622711	0.0609672051254551	2.857857054521989	0.0042651248159687	0.03147003323176
THY1	21.162243015862305	-0.3122695068512708	0.1294362354260122	-2.412535452869911	0.0158419966576743	0.0737972535919121
OAF	326.4689165191295	-0.2297752267155248	0.0567052224987833	-4.052099905268069	5.07599798768276e-05	0.0017430061525078
POU2F3	2.9859784318242664	-0.4494201410054043	0.1711372666593417	-2.626079928575697	0.0086374532337016	0.0494868406765203
GRIK4	50.15869874514616	-0.8226593543695498	0.1624199649715236	-5.065013740852504	4.0837089334506556e-07	5.456726958093934e-05
TBCEL	383.9259900896155	0.2541163927760753	0.0845925565554658	3.004004171566274	0.002664516716096	0.0230494494809363
BMPR1APS2	1.5557303180478728	0.7044845038680217	0.2582700388255307	2.727705106916884	0.0063776594664809	0.0408722725858064
RP11-730K11.1	17.47746459761453	0.169237983225717	0.0686526462058094	2.4651341583887256	0.0136961959430342	0.0670790832306691
SORL1	38566.06080807922	0.2657555244285338	0.0702574886875022	3.78259356252521	0.0001552027255655	0.0035974518958079
GLULP3	1.0075335567779953	-0.4876328046640745	0.1945718575818416	-2.506183631715416	0.0122042218936069	0.0619567664798777
UBASH3B	933.4192717289686	0.0974395250925716	0.0412021266051298	2.3649149478716454	0.0180342120293499	0.0801861211835652
FEZ1	198.71802060875837	-0.2630108430195421	0.1136048540041248	-2.3151373708907936	0.0206054154113209	0.087147492382836
DCPS	462.0797166451104	-0.0941002971975956	0.0346972713229914	-2.712037391114445	0.0066871049190912	0.0419825008390375
ST3GAL4-AS1	1379.0348548852355	0.3335332101034735	0.1137532059463735	2.9320774507288223	0.0033670276554773	0.0269377227753297
FLI1	4249.4011405413785	0.1482255962880218	0.0490941996724255	3.019207916149713	0.0025343653773668	0.0223112050273394
PRDM10	432.9034956507095	0.1095756255922925	0.0476184236299417	2.301118290765785	0.0213849457349101	0.0891777491464605
MIR4697HG	107.05357729687098	-0.2096880592083222	0.0886999038889938	-2.3640167577942672	0.0180779948330378	0.0803118332570664
