	Gene	Slope	P	Q
30973	CARD16	0.2736806177057303	0.0012605184797607	0.03351886256556071
31034	ZC3H12C	0.3071403151130325	0.0002843388739223	0.013912003889134321
31144	CADM1	-0.3247773061881619	0.0027740857241448	0.05328743414937119
31166	ZPR1	-0.124221674209333	0.001267266919481	0.03361644104388083
31181	SIDT2	-0.1138434558250045	0.0044177676772784	0.0700275183037115
31183	PCSK7	-0.1420695728285309	0.0011855621906175	0.03237729420219637
31185	RNF214	-0.1005581902319618	0.002554936624591	0.05076860532294276
31189	CEP164	-0.1062678273710929	0.0015102279745005	0.03778476882856613
31200	IL10RA	-0.1039356192075445	0.003852071888112	0.06460593195570209
31234	AP002954.4	0.3801824155485083	0.0016588135565756	0.039718398982708396
31257	VPS11	-0.0995613505662657	0.0003158886478449	0.014780451732186797
31261	C2CD2L	-0.1527554338585272	2.530339165607522e-06	0.0007083911575838248
31262	HINFP	-0.1052909986657544	0.000155319401733	0.009896476050618832
31267	CBL	0.1758665350644485	0.0052329431298274	0.07725473659732804
31292	OAF	-0.1894203327594449	0.0010250887821457	0.029489313005458997
31297	GRIK4	-0.6336819885302108	0.0002357053462678	0.012578324793207956
31309	SORL1	0.2924732709223875	0.0001113359711672	0.008125715536181514
31317	RP11-716H6.2	0.0439498742741702	0.0024763798826551	0.049830641560599784
31335	CLMP	0.2376040375639889	0.0016276432134913	0.0392749915666311
31423	FEZ1	-0.3931053060222796	0.0029096400836156	0.054895874291612
31460	ST3GAL4-AS1	0.4844288023662597	0.0003376890349868	0.015343660862981437
31490	FLI1	0.1492679032039103	0.0028479087218127	0.05420956518172906
31509	RP11-567M21.3	0.1413539260183821	0.0059724989577718	0.08397550699426458
31592	RP11-283I3.6	0.2546051154437082	0.0067902937008435	0.09056579274638678
31652	RP11-253E3.1	-0.2791497402020129	0.0016208616797525	0.03927008910241391
31669	RP11-320N7.2	-0.1678563182383149	0.0040743521046204	0.06678349081887505
31682	RP11-234B24.5	0.1018580974115429	0.0076804076952409	0.09723766625663062
31688	GALNT8	-0.2903971392840666	0.0023586174262514	0.04838844138816852
31706	RP3-454B23.1	-0.1894221072025056	0.0012834410569111	0.03389724923990845
31728	IFFO1	-0.0952217103290491	0.0004199346581403	0.017402035482698804
31733	LPAR5	0.1603739674773042	0.0060834167144988	0.08493756656724258
31744	PTMS	-0.2980563249245839	0.0001554950069378	0.009896476050618832
31745	LAG3	-0.482156011771957	0.0035291770351548	0.061613313944090455
31747	CD4	-0.2246949224546809	0.0034461035349477	0.060745781136540146
31748	GPR162	-0.3127066695735718	2.3507414548370177e-05	0.0033160640181514847
31752	USP5	-0.1194884555326997	0.0050484371118367	0.07571546121137063
31760	ATN1	-0.2950729543962314	0.000458233774632	0.018391123217145394
31776	C1RL	0.2870419627136023	0.0047021454757317	0.07267823494086778
31786	CD163L1	0.6297870604350315	0.002220056239929	0.04668617498081817
31788	CD163	0.4976849130832814	0.0031026728085965	0.057126851253591945
31800	NANOG	0.1991614346183229	0.0041858952112709	0.06784206926551423
31802	RP11-277J24.1	0.2802007819331184	0.0002449922440751	0.012898091213334736
31823	FAM90A1	0.4441377574068437	0.0047995640230648	0.07357983688490692
31829	RP11-113C12.4	0.25479898815522	0.0040296562841056	0.06658202053931384
31832	RPS3AP43	0.366135261953636	0.0008790316340642	0.02682397706362929
31834	OR7E140P	0.3481842465888623	0.0001234129302552	0.008560811548274306
31840	CLEC4D	0.5366131276613402	0.0003466314258538	0.015587564085840732
31842	CLEC4E	0.4417965618134195	0.0021893897562663	0.04632680836205033
31843	RP11-561P12.5	0.5435144187123392	0.0006291109812874	0.02204391957024502
31844	AICDA	0.5721987115963999	9.509064975531748e-06	0.0018539959826579615
31858	M6PR	-0.0776994928044796	0.0045132532281458	0.07084172519578365
31910	CLEC7A	0.2171687198579185	0.002492080640237	0.050072751678990904
31920	KLRC3	-0.4687417531974747	0.0036849974241102	0.0631621285328176
31921	KLRC2	-0.4963338026956883	0.000905816461896	0.02733572818564203
31922	KLRC1	-0.3829816952563629	0.0046202266954882	0.0718187402505956
31923	EIF2S3L	0.6232580263729279	1.4840733672264369e-07	6.984356315829796e-05
31977	LRP6	0.2201733081481046	0.0051497199748775	0.07660313702139306
31988	RP11-253I19.3	0.2430781633004899	0.0025288989804852	0.050459668546289485
31990	CREBL2	-0.1176271175016372	0.0044653214359567	0.07041329515648416
32006	RP11-392P7.6	-0.3444769788881587	0.0014782640299809	0.037204107983230025
32010	HEBP1	-0.1569371273244137	0.0041234196371561	0.06731630527261538
32039	H2AFJ	-0.1539735622204256	0.005238381222173	0.0773050594820946
32040	WBP11	-0.117087002324271	0.0062182581310074	0.08602816722958845
32061	STRAP	-0.0731244120039735	0.0018103717085239	0.04165064388409015
32108	PDE3A	0.3028240948947873	0.0019463485219683	0.043387120666105936
32167	LRMP	0.1880188114454356	0.004828142966672	0.07389346252777063
32196	RP11-283G6.5	0.0117263581394946	0.0051942728169417	0.07699006099605968
32210	RP11-582E3.6	0.1734790228958194	0.002608483516201	0.05127919773728663
32215	STK38L	0.1599018829969208	0.0014198365869338	0.03630525477933958
32247	RP11-946L16.1	0.2531316129888479	0.0073100312679621	0.09467834566561968
32248	FAR2	0.2657789186311767	0.0009853945723432	0.028772606117474998
32251	RP11-996F15.2	0.3044112673750314	0.0004949425917271	0.019244947270346043
32253	RP11-996F15.6	0.2329081845702036	0.0018238949718163	0.041758532333662286
32254	ERGIC2	0.2711882378727981	9.807118530692812e-06	0.0018985468610907162
32255	OVCH1-AS1	-0.4559545788357772	0.0028554521212695	0.05425855976482581
32266	IPO8	0.1886849477901598	7.519924294840766e-05	0.006642624485868266
32296	ETFBKMT	0.2239514040702428	0.0003034575523218	0.014443203745729473
32297	AMN1	0.278863364301145	7.578541043650513e-05	0.006652725664652935
32304	RP11-428G5.4	0.1227637455566133	0.0049526187816949	0.07479207870824012
32307	RP11-428G5.1	0.2395488795389227	0.0024510060365562	0.04953917865519292
32310	KIAA1551	0.3033269240746431	0.0003420359774838	0.015431758746112073
32321	FGD4	0.1910517464498974	0.0063534753633427	0.08710183521766783
32376	RP11-476D10.1	0.6273921390258017	1.7509188069454925e-05	0.0027867684987979103
32377	AC079630.2	0.2546049617165123	0.0015967887651648	0.0389682129047281
32378	AC079630.4	0.3905378869880707	0.0011981619029733	0.032513915824948454
32379	LRRK2	0.3964571996337638	0.0001338842536928	0.00900124282955337
32424	PUS7L	0.1615849181492731	0.007776819605778	0.09803433051884727
32426	IRAK4	0.2288712878785691	0.0002176651383618	0.012098714563253204
32427	TWF1	0.240724415192826	0.0015687276407289	0.03857656728048293
32450	SCAF11	0.1501647958006258	0.0001833417998573	0.010822909950711319
32454	SLC38A2	0.2245894946605396	0.0049103691191305	0.07451621184612525
32458	RP11-474P2.6	0.3168181273990251	0.0044648187080175	0.07041329515648416
32510	ASB8	0.1596999593049664	0.0033486270040213	0.059805417731725125
32517	RP11-370I10.12	0.2935457864948372	0.0046176869775408	0.0717997059179457
32520	RP11-370I10.10	0.2614803121546455	0.0016519775456499	0.039606832750162205
32525	OR5BK1P	0.2508223765126769	0.0007695130406787	0.024886999950670372
32526	RP11-370I10.11	0.2934375243916701	0.0042461060856824	0.06849982961866831
32532	C12orf54	0.2206457744928614	0.0006619696509867	0.022671422325386402
32550	CACNB3	-0.2196533719490457	0.0076536168275377	0.09710490549597779
32568	RP11-386G11.8	-0.0821424255640775	0.0074133709656791	0.09542814141908829
32598	BCDIN3D-AS1	0.3103539834028193	0.0033655065142538	0.05994581234974293
32599	BCDIN3D	0.2758329075710081	0.0039570532016777	0.06570534106861774
32610	ASIC1	0.2914067454737892	0.0048501459615962	0.07404339159269009
32611	SMARCD1	-0.1270754217609553	2.5105375969078875e-05	0.003469753632668238
32626	DIP2B	0.1567600578770125	0.0014050064762067	0.03610043479544264
32638	HIGD1C	0.1261328944567689	0.005998618721846	0.08414095407580084
32652	SMAGP	-0.2030435136168362	0.0002442559660985	0.012883499228260204
32655	GALNT6	-0.1523291196395765	0.0049475636067156	0.07473641184776371
32668	GRASP	-0.4361013402781282	0.0005176673079619	0.019807189189059302
32669	NR4A1	-0.6977065477051251	0.0013673141711567	0.0354436919429186
32671	ATG101	-0.1599259729380052	2.37454650681754e-05	0.0033238780230816192
32681	KRT86	-0.7121494577819603	0.0003000917935164	0.014370711571620445
32684	KRT81	-0.4708320035213097	0.0020512945076455	0.04464933813794217
32685	RP11-845M18.6	-0.3032569810978794	0.0053225140092858	0.0779626200147385
32726	EIF4B	-0.1167368741158835	0.0005537817670345	0.020482421562295003
32741	ITGB7	-0.3014292792033242	0.0036046185974074	0.062253507899292876
32748	C12orf10	-0.2030932714629446	8.367127045786894e-07	0.000300005769292609
32749	AAAS	-0.1276149635598863	0.00054854363383	0.02039041160413659
32754	PCBP2	-0.1492308890942119	5.837681714221531e-05	0.005785307821885329
32758	TARBP2	-0.131939225736521	0.0003729212792015	0.016211973557659083
32763	ATP5G2	-0.182948983140484	1.863490453100252e-06	0.0005780208569070963
32799	RN7SL390P	0.0601962386594213	0.0043870348726592	0.0697631831541541
32804	COPZ1	-0.1037765470180558	0.0001306983437638	0.008885534225097596
32811	ZNF385A	-0.2124897276743598	0.0005946993485994	0.021331029460406336
32859	RP11-644F5.15	0.4803016322508489	0.0005803482020109	0.02103398723599596
32862	ITGA7	0.4212956156609931	0.0026930309670554	0.052091532932273
32895	ESYT1	-0.1684739380124571	0.0079497763327085	0.09933490262193234
32899	RP11-977G19.5	-0.1462162090009625	0.007349404673732	0.09500798009670314
32902	NABP2	-0.1366103860389119	0.0009546149553162	0.028246254547762594
32904	ANKRD52	-0.1032027989731693	0.0034256170072099	0.060616443970172774
32907	CS	-0.0858332825865556	0.0024046381417035	0.048891622134777456
32928	ATP5B	-0.0979120440612801	0.0003395528622001	0.015371405871776038
32932	NACA	-0.1171012287558188	0.0011211882248814	0.03113321850087761
32981	TSPAN31	-0.0662745719835001	0.0076631657956174	0.09710945847593898
32991	RP11-571M6.18	0.353743868058237	0.0034415043125831	0.0607039106405611
32997	RP11-620J15.3	0.195129339304689	0.0046759223190568	0.07237537602550294
33031	KLF17P1	0.2722674275280235	0.0049144959084303	0.07451621184612525
33032	USP15	0.2028488000066148	0.0021760210867284	0.04620511208349934
33049	AVPR1A	0.3037246278232919	0.0050607673817483	0.07583788440966324
33061	SRGAP1	0.3032169504384734	0.0043569539622889	0.06952786632834715
33077	TBK1	0.2070404536921925	0.0009241594600638	0.027675103260451434
33078	RASSF3	0.2175714339228039	0.0012012753069779	0.032513915824948454
33085	GNS	0.1842122361480227	0.0017541706548038	0.040819984819714
33088	RPL7P39	0.1258956899213795	0.0048869751464204	0.0742526432489236
33098	MSRB3	0.1691869121548274	0.0068660795212126	0.09106730156026197
33109	RP11-366L20.2	0.3229719746698398	0.0024213699082047	0.04914030707387025
33113	RPL21P18	-0.126363836359453	0.003628357862174	0.062485587511609784
33118	IRAK3	0.4038229922515699	0.0003441832784357	0.015503014468945324
33119	RBMS1P1	0.4492959747881296	0.0002183183585376	0.012112231533825873
33120	RP11-335I12.2	0.2964213118211283	0.0043415954051441	0.06940450259374134
33121	PDCL3P7	0.3467825206912746	0.0001004065575549	0.007687790729364797
33140	RP11-43N5.1	0.2314314628619389	0.0053293358775099	0.07797738455763019
33151	MDM1	0.1882531840578113	0.0003273945121804	0.015077323357325666
33162	RP11-637A17.2	0.2706641902657246	0.00211557377686	0.04550567518768365
33168	MDM2	0.2556121664959707	0.0018148993723868	0.04171746801572219
33177	RP11-1143G9.5	0.3089243084725857	0.0054162076341508	0.0786890066861551
33189	RAB3IP	0.1338291205023967	0.0047747071938266	0.07340490428763215
33202	FAHD2P1	0.0476760797682981	0.0059320296531917	0.08359353712623677
33271	BBS10	0.3500984277148171	0.0011234857419793	0.031181155885172316
33272	OSBPL8	0.3237709443531041	4.820222913105078e-05	0.005149620533703179
33279	ZDHHC17	0.1937862759269094	0.0026683166457963	0.05182096845510908
33286	RP1-97G4.1	0.2829810072121789	0.0066990631148277	0.08981219390095133
33303	PAWR	0.2012554992585967	0.0049327834029729	0.0746627649765737
33305	PPP1R12A	0.2719266936567457	0.0005684845362175	0.020772896787942276
33309	RP11-84G21.1	0.3116173735975774	0.0049281423297909	0.07464959657823109
33322	LIN7A	0.3586932182676952	0.0002507766934396	0.013026071596816976
33326	ACSS3	0.3227402289448636	0.000670974936705	0.02285081955371139
33384	RP11-13A1.1	-0.5144383996211739	7.544012275128819e-05	0.006642624485868266
33386	RP11-13A1.3	-0.1805956947492754	0.0027270164055628	0.05253115018083429
33391	RP11-1109F11.3	0.5358098007058021	0.0003385133551915	0.015361696663852342
33395	GALNT4	0.3386118280232781	0.0002604073567995	0.013361051148870587
33396	POC1B-AS1	0.1810104768377638	0.0022670964060048	0.04725671133891334
33431	RP11-693J15.5	0.3799366508018537	0.0004186071987382	0.01738640067790188
33440	RP11-511B23.2	0.4098666759441869	6.760515175549817e-05	0.006279846425708068
33444	NACAP3	0.478723885453381	3.210888954436277e-05	0.003965811081461205
33455	CRADD	0.2000684286275398	0.0007603254902977	0.024648271476444203
33462	RP11-74K11.1	0.214976485940237	0.0009497436613174	0.028132613108323115
33463	PLXNC1	0.358027063272716	0.0001243231194278	0.008584658655306736
33465	RP11-1105G2.4	0.2900792572505321	0.004066120419603	0.06672006190170333
33470	CEP83-AS1	0.268071453605062	0.0035355293840144	0.0616374892577987
33479	NDUFA12	-0.105845289167542	0.0069573417616354	0.09187595584208992
33485	CBX3P5	-0.1150058846205602	0.0067570706019787	0.09021325465962857
33494	USP44	0.3254581754447367	0.0016746968134233	0.03982701892459841
33504	RP11-256L6.3	0.3113005241332032	0.0030380282952778	0.0563930774212192
33506	RP11-256L6.2	0.4121421815083421	0.007087932022327	0.09284933570899283
33517	CFAP54	0.3333286838402318	0.0037360339544624	0.063557982437523
33544	IKBIP	0.2529140421081222	0.0061611984320065	0.08569481396180861
33545	APAF1	0.2029403269201432	0.0007093118345351	0.023525365535200595
33552	RPS4XP1	0.4124172059249253	9.064178237835486e-06	0.001798407890949192
33597	DRAM1	0.3647487715254007	0.0005461010020558	0.020349997204252717
33638	TXNRD1	0.1962602806291536	0.0045951540778176	0.07157165518294391
33651	WASHC4	0.2289811250315063	0.0025723754177956	0.050850048187929243
33652	APPL2	0.1890805853709512	8.844152683108131e-05	0.007315454292064229
33663	RP11-651L5.3	0.3476907773959555	0.002138863659376	0.04575424956608722
33665	TCP11L2	0.1617875544360946	0.0066797778771727	0.08972992959414666
33683	PWP1	-0.0856665675358266	0.0037129613036021	0.06338273404823197
33700	FICD	0.2273151010290893	0.0003255757798643	0.015049816235691673
33701	SART3	-0.0723351221332489	0.0060107114685295	0.08424563812322529
33703	TMEM119	0.4919103590947932	0.0028439158170908	0.05417133715513642
33705	RP11-689B22.2	0.2686147649393157	0.0033640420982152	0.05994581234974293
33709	SSH1	0.2543860223563643	0.0001937832418189	0.011230376578956888
33716	USP30-AS1	-0.3119033410856182	0.0006679577846302	0.022789309401844506
33727	UBE3B	0.1067738183822992	0.0007079292824996	0.023493784431743568
33729	MVK	-0.136644247601095	0.0021268999770006	0.04560554734658946
33731	FAM222A	-0.2709250980593488	0.0051049244040106	0.07622740701357483
33740	GIT2	0.1600590441671374	0.0070922796363295	0.09284933570899283
33777	SH2B3	-0.1262189992512526	0.0043784519273818	0.0697066066774585
33793	ERP29	-0.1504147609536587	0.0001597867495015	0.009992071281541682
33816	RASAL1	-0.3919601602566868	0.0010530491248373	0.02998855389834005
33818	DDX54	-0.1535085997488058	0.0033340541746584	0.05967629032883652
33825	PLBD2	-0.161637910371065	0.0010807215406665	0.03050607567118178
33826	SDS	-0.7232364795479865	0.0018993936319133	0.04284780874107887
33889	TESC	-0.2219184983650446	0.0078736751879872	0.09863232580601129
33907	RP11-131L12.3	0.2853194617687354	0.0039936692775827	0.06618773321244528
33941	RPLP0	-0.131365947557485	0.0055422805480122	0.07997930656575326
33944	RP1-278C19.8	0.2867092233522217	0.0051399028040131	0.07655047863158843
33957	GATC	-0.0587264203812424	0.0022003048240251	0.04644974514817412
33964	RPL29P24	0.2371234698257372	0.0002801670866806	0.013854059416727639
33992	CAMKK2	0.2460023863723395	0.0031697430609031	0.05795131050931749
33995	RNF34	0.155801216035044	0.0034508829156912	0.060790771259572114
34000	ORAI1	-0.1281842356823613	0.0020995521834735	0.045332567971623924
34003	RHOF	-0.2420623359583737	5.191538699177564e-05	0.005429434495507693
34021	DIABLO	-0.1024490300893901	9.200749128502196e-05	0.007452333774824805
34024	CLIP1	0.188293424761905	0.000174351923303	0.010459876338511163
34047	ARL6IP4	-0.1275589816937094	0.0006730798394115	0.022893940556481373
34050	RP11-197N18.7	0.1911534626329055	0.002989953419979	0.055804286189228565
34063	RP11-972P1.8	0.2612749534870338	0.0020944156474827	0.04527188178526062
34065	RILPL1	0.1867373630380388	0.0021718477114249	0.04618835615976164
34082	CCDC92	-0.1205488582590319	0.0054855132769781	0.07941265998854109
34096	NCOR2	-0.1655238142240849	0.0005563974249987	0.020537422735313747
34185	RP11-21K12.3	0.3888515915367923	0.0005513439528838	0.020447669209125278
34254	RNU6-1017P	0.0993310619014172	0.0067648406474621	0.0902728380900149
34268	NOC4L	-0.1795717577513356	0.000451207548603	0.01825969050654928
34291	P2RX2	-0.2168386317743191	0.0007591341534584	0.024648271476444203
34312	ZNF84	0.1928908433169139	0.0001379001214151	0.009169602226910035
34315	ZNF140	0.2133222436971688	3.672594082792689e-06	0.000945727623433106
34320	ZNF268	0.1946836813444536	0.0002874456721802	0.014029186582822173
34381	MPHOSPH8	0.0888635090499447	0.0017868560510927	0.04128422506347976
34383	PSPC1	0.0710076041257481	0.0043092902823379	0.06902957015651133
34402	IFT88	0.1180613295337408	0.0025736941566627	0.050850048187929243
34428	LINC00539	0.2693902158398664	0.0033999643474012	0.06024370452883035
34429	GRK6P1	0.2646545744158071	0.0073828869112954	0.09512368072071302
34430	GAPDHP52	0.4571496115822429	4.893421470939335e-05	0.005177164049254267
34432	ZDHHC20	0.2851660200077339	0.0008269724963424	0.025886515206607973
34435	MICU2	0.1371970306388659	0.0018202541998028	0.041758532333662286
34471	PCOTH	-0.0962804415849946	0.0016448651432117	0.039488336806602076
34474	SPATA13	0.216003864133196	0.0006462548377662	0.0223433387945522
34485	PARP4	0.2105312829049306	0.00532809934222	0.07797738455763019
34508	MTMR6	0.1982394042021628	0.0033596705985935	0.05989913041097856
34538	RP11-428O18.6	0.2777469926039669	0.0016398310698667	0.039450270769989505
34542	RASL11A	0.2620751488296854	0.0033780378799018	0.06006965600638405
34547	MTIF3	0.1378350290069317	0.0024152009191846	0.04905158057296343
34565	PAN3-AS1	0.3640539431931218	0.0014489844943789	0.03679821234018017
34566	PAN3	0.1447400247000218	0.0026456964772289	0.05164127748597501
34573	SLC46A3	0.2688060523197899	0.0049850842645903	0.07507468142690032
34592	RP11-490N5.3	0.2274106256176045	0.001928821102098	0.04313732142799427
34598	RP11-374F3.5	0.2485040652447852	0.0078645544055624	0.09858593664947475
34599	LINC01058	0.2877715726810278	0.0004577252372226	0.01838714948525105
34601	HMGB1	0.1044742993597058	0.0064040788911871	0.08746847005946615
34630	N4BP2L2	0.1806703090192057	0.0015608159109418	0.03849250015226746
34633	PDS5B	0.1430861014967079	0.0014558436685419	0.0369147317942589
34638	KL	0.4583631020897026	0.0021073624923634	0.04543394873171377
34685	CSNK1A1L	0.3914165845730382	6.112958565947327e-05	0.0059794127765986005
34686	RP11-676B18.2	0.3735218433674149	0.0001843685853173	0.010845958846597026
34687	RP11-676B18.1	0.5028021621671788	0.0001366517795724	0.009125297255617077
34727	MRPS31	0.1091336022908722	0.002587100863529	0.05100578199414055
34733	ELF1	0.1742578054637345	0.000326903172919	0.015077323357325666
34735	WBP4	0.1930401771848197	0.0016274890878806	0.0392749915666311
34738	KBTBD6	0.2980953215914685	0.0068346237241002	0.09086013510932711
34739	RP11-74J13.8	0.4074275217686049	0.0005671126550527	0.02074570719242196
34741	KBTBD7	0.4963249768020134	0.0017928798962948	0.04136808930622389
34753	VWA8	0.1636152728955544	0.0079696841865958	0.09949256782863893
34868	ITM2B	0.2127020835891839	0.0068199049635383	0.0907935840043122
34880	PSME2P2	-0.2094629264654876	0.00175383209248	0.040819984819714
34887	OGFOD1P1	0.3427411547863193	0.0004591495475187	0.018403738691733385
34888	MLNR	0.3288448835829278	0.0014826320411541	0.03721372339801592
34897	ARL11	0.2791164767592108	0.0026375586172003	0.05153837163636487
34898	EBPL	0.149005996985897	0.0036276737477401	0.062485587511609784
34917	DLEU7	0.3004198691248593	0.0024639037497386	0.049710135873490664
34918	DLEU7-AS1	0.229556287304477	0.0076035646719721	0.0967894469489457
34929	SERPINE3	0.2945069530440407	0.0046776459000602	0.07238153202270024
34932	INTS6-AS1	0.2654988514792441	0.0002142792441787	0.01200293996977024
34933	RPS4XP16	0.2625949044741419	0.0010627873332006	0.030218586507337063
34941	DHRS12	0.2647703065430764	0.000906821683558	0.027335841716619732
34943	LINC00282	0.4846944258743654	9.47198922909761e-05	0.007494143619708704
34944	CCDC70	0.2835113158480672	0.0042082005402415	0.06808953286688321
34950	UTP14C	0.1623765867068874	0.0073564282317573	0.09503126597919888
34957	THSD1	0.2542621871070523	0.0025700489971413	0.050850048187929243
34963	RP11-78J21.4	0.020864971366501	0.0025330368976595	0.05050531421366962
35061	PCDH9	0.2539035990369276	0.0067214219937486	0.08989352986845929
35081	ZDHHC20P4	0.2945501036479585	0.0014780335177351	0.037204107983230025
35095	DACH1	0.2854146973349198	0.0011770488453074	0.032209248402517085
35153	FBXL3	0.2751688452151578	0.0004745146071983	0.01877152277983304
35177	RNF219	0.2005159939083228	0.0018920033204615	0.042716395893562534
35283	TGDS	0.1836400861772724	0.0004833143183064	0.01902314006127108
35301	DNAJC3-AS1	0.4205735649320251	7.759256081313967e-05	0.006724622064863146
35302	DNAJC3	0.2341120949461212	0.0003224932175992	0.014957986181117693
35361	CCR12P	0.3108529580715066	0.0037745567327505	0.06387495386060611
35365	TM9SF2	0.2140316315704291	0.0059751909943048	0.08397550699426458
35378	PCCA	-0.1623815939533764	0.0028460482196222	0.054193046531431865
35447	TNFSF13B	0.3731056631671336	1.3969079942386904e-05	0.0024364217642644913
35449	RNA5SP39	0.3727581906129735	3.1184989012274866e-05	0.003913680276225539
35450	RP11-153I24.5	0.4809577079816282	0.0001088015935608	0.008044020253232446
35451	HCFC2P1	0.0626385086639036	0.0077153878361538	0.09754480147089122
35460	IRS2	0.3392072924657759	0.0007062466516752	0.023460753200811275
35461	RP11-40E6.2	0.3723327476007802	0.0016276518089372	0.0392749915666311
35485	ANKRD10	0.0895945246383785	0.004318880238121	0.06914261289134946
35514	ATP11A	0.2075926734575947	0.0007005221796319	0.023380863604332218
35541	TMCO3	0.2417851401668679	0.0009079272608581	0.027340155673620168
35542	RP11-230F18.6	0.2720097106998752	0.0037256738596126	0.06350777895489722
35554	LINC00453	0.0241905490062095	0.0020609845580629	0.044826003583175233
35639	OR4H12P	0.0343365575254591	0.0009720697732221	0.02853077046222628
35705	RNASE1	0.4102470438503102	0.006045318451558	0.08460036526722747
35725	ARHGEF40	0.3991177897640229	0.0019095997731534	0.04297671873750132
35727	TMEM253	0.4487954662383901	0.0003741912731276	0.016225456697841093
35830	TRDC	-0.5049417650552913	0.000651273901357	0.022420331893021873
35900	OR6E1P	0.1335724866395955	0.0002299491019842	0.012421117911323538
35904	OXA1L	-0.1181924637322131	1.4575066918047684e-05	0.0024866210296585704
35909	REM2	0.4022358759177953	0.0002031788749795	0.011566153433660964
35912	PRMT5	0.2308977305459502	0.0020947533226401	0.04527188178526062
35913	RP11-298I3.1	0.4216459400369521	0.0003576917762795	0.015811424656397136
35914	HAUS4	0.2978741219297943	0.0021304565502426	0.04566387278792462
35915	AJUBA	0.2293168432317681	0.0029734698644177	0.05567517541086019
35918	RP11-298I3.3	0.2462161957427764	0.0078428422375759	0.09841696540691493
35937	PABPN1	-0.0902419036005068	0.0001871353989314	0.01094972743672346
35948	ZFHX2-AS1	-0.1965505031631737	0.0010412801361391	0.029777666418075305
35952	RP11-66N24.3	-0.1737385880169064	0.0004379630168518	0.01794675286178454
35953	AP1G2	-0.1249066223978643	0.001887656277742	0.04267290196983003
35956	DHRS2	-0.42135846320437	0.0011520336035963	0.031763544690671316
35967	CARMIL3	-0.3858328933522002	0.0034387670835607	0.0607039106405611
35970	PCK2	-0.1315278721217333	0.0063904656169926	0.08736997219205109
35973	PSME1	-0.1138520525773229	0.0048868805848011	0.0742526432489236
35976	PSME2	-0.1878914747813997	0.0006272323632421	0.021998458221235945
35987	CHMP4A	-0.0938136482665547	0.0021622456600934	0.04605591692384662
35993	RABGGTA	-0.1716943664956715	9.005440875683159e-06	0.0017942519280485219
35995	NOP9	-0.1074514218129282	0.0002616036621858	0.013373008923833933
35998	ADCY4	0.1503597373057718	0.001558446616691	0.03847974567996158
36006	CMA1	-0.3704140418205773	0.0058410371226547	0.08265492391477633
36009	GZMH	-0.5708663275075652	0.0009892446229096	0.02881795221658532
36010	GZMB	-0.570676154201802	0.0006055656222855	0.0215790068223303
36077	HEATR5A	0.1993915146251492	0.0005912532775595	0.02127732295881887
36081	DTD2	0.137808663351696	0.0060854145376794	0.08494122143420495
36116	SNX6	0.1745230247194537	0.0037013039595416	0.06322327464308354
36122	BAZ1A	0.2861895733877342	0.0002304941931682	0.012433931811698
36124	RP11-73E17.2	0.3590686087703568	0.0010068277833121	0.02917449169138756
36128	SRP54	0.1179850158489464	0.0042708633249051	0.06877727747292602
36199	LINC00639	0.4095820065987977	0.0003136889473518	0.01469949099899525
36202	SEC23A	0.1716961426614654	0.0013779391205499	0.03566830368376488
36207	TRAPPC6B	0.1610749322575752	0.0026498426792519	0.051645057142576646
36217	RP11-1074O12.1	0.3306640683384172	0.0005860961551443	0.021163176181833283
36313	ARF6	-0.1302767365198863	0.0014087744709186	0.03617488989482042
36320	VCPKMT	0.2235766620008577	0.0032808091385107	0.05922815227829898
36321	SOS2	0.2708299594844572	0.0003559518877417	0.015768141398756038
36336	NIN	0.1363896626371449	0.0033978959591979	0.0602393912714864
36341	PYGL	0.2871707780264101	0.001709095551237	0.04034466203275666
36342	ABHD12B	0.3328844002166298	0.0044156639143254	0.0700275183037115
36345	TRIM9	0.3197309086833181	0.0001962272638417	0.011300040915238486
36350	RP11-255G12.2	0.1950077150354716	0.0027210983446354	0.05247269545402182
36356	RP11-102G14.1	0.2112544927768128	0.0015478815980874	0.03837518007390481
36375	RP11-452D12.1	0.2897265562261671	0.0075086339092536	0.09619237106114747
36376	PTGER2	0.1413466718895894	0.0018119468022879	0.041667143989259074
36402	GMFB	0.2198083141056313	0.0048204154780133	0.07379588384063433
36413	LGALS3	-0.1923472082759991	0.0044609414413503	0.07041329515648416
36434	CTD-2588E21.1	0.2786662095753078	0.0017826204558602	0.04125341921420943
36435	PELI2	0.1454571968876227	0.0020229359906129	0.044335831870978795
36437	RP11-930O11.3	0.3044552962021488	0.0038085769249153	0.06417217021141236
36438	RP11-930O11.1	0.2860564096327496	0.007114490346085	0.09298402130080737
36439	TMEM260	0.3628192257249892	1.972168032752915e-06	0.000594832028972636
36441	RP11-1085N6.2	0.1948992313451579	0.0013305009225275	0.034761523082197716
36454	EXOC5	0.1481239610767352	0.0067281490139119	0.08989352986845929
36469	ACTR10	0.1865515639824543	0.0015547793079991	0.03846693948304373
36472	PSMA3-AS1	0.189418732043736	0.0002907909865545	0.014060993390596339
36476	ARID4A	0.2240678404738755	0.0004304824816236	0.017724027471445063
36481	KIAA0586	0.1287744717698247	0.0030003437688459	0.05595994773790071
36483	HNRNPCP1	0.1714748763093677	0.005838504933921	0.08265492391477633
